feature,mean,std
mean_intensity,137.591904,39.577587
std_intensity,46.046429,22.645966
p10_intensity,77.515678,48.352295
p50_intensity,138.24913,48.917789
p90_intensity,195.90593,44.255833
grad_mean,81.685791,46.491997
grad_std,83.043129,45.35339
edge_density,0.148491,0.100467
fft_bin_1,0.784688,0.161906
fft_bin_2,0.117256,0.073262
fft_bin_3,0.044177,0.040835
fft_bin_4,0.025411,0.028169
fft_bin_5,0.01602,0.02005
fft_bin_6,0.010209,0.015911
fft_bin_7,0.001836,0.004535
fft_bin_8,0.000402,0.001168
high_freq_energy,0.028467,0.040527
hsv_h_hist_1,0.054849,0.066671
hsv_h_hist_2,0.151744,0.112753
hsv_h_hist_3,0.024165,0.039947
hsv_h_hist_4,0.008417,0.019799
hsv_h_hist_5,0.007178,0.023388
hsv_h_hist_6,0.003366,0.008316
hsv_h_hist_7,0.003738,0.010991
hsv_h_hist_8,0.004374,0.01457
hsv_h_hist_9,0.012804,0.024694
hsv_h_hist_10,0.021233,0.046779
hsv_h_hist_11,0.009268,0.019092
hsv_h_hist_12,0.007059,0.025655
hsv_h_hist_13,0.003693,0.011099
hsv_h_hist_14,0.004174,0.017964
hsv_h_hist_15,0.006178,0.018435
hsv_h_hist_16,0.011092,0.029039
hsv_s_hist_1,0.102619,0.100059
hsv_s_hist_2,0.072897,0.069823
hsv_s_hist_3,0.062183,0.068297
hsv_s_hist_4,0.046597,0.06209
hsv_s_hist_5,0.023541,0.037759
hsv_s_hist_6,0.013654,0.025936
hsv_s_hist_7,0.008206,0.020385
hsv_s_hist_8,0.003637,0.011021
hsv_v_hist_1,0.008745,0.020408
hsv_v_hist_2,0.032573,0.045456
hsv_v_hist_3,0.033829,0.036424
hsv_v_hist_4,0.038116,0.037161
hsv_v_hist_5,0.048709,0.04779
hsv_v_hist_6,0.06058,0.069547
hsv_v_hist_7,0.04954,0.058372
hsv_v_hist_8,0.061241,0.076052
b_mean,122.52594,42.951523
g_mean,134.49704,40.267147
r_mean,149.389542,41.938522
b_std,46.3531,23.640671
g_std,46.943531,23.115627
r_std,47.053654,23.384054
h_mean,43.632042,33.041458
s_mean,69.654411,38.308475
v_mean,154.925964,40.530472
h_std,27.939119,22.617634
s_std,33.157494,19.196049
v_std,47.382694,23.374552
hog_1,0.141779,0.093385
hog_2,0.125569,0.086462
hog_3,0.130467,0.089837
hog_4,0.121843,0.08546
hog_5,0.15478,0.100204
hog_6,0.100782,0.07934
hog_7,0.09321,0.075272
hog_8,0.096597,0.07936
hog_9,0.133545,0.092712
hog_10,0.160853,0.091248
hog_11,0.157462,0.091826
hog_12,0.152886,0.093652
hog_13,0.134689,0.088015
hog_14,0.164711,0.101097
hog_15,0.110224,0.078301
hog_16,0.109882,0.081648
hog_17,0.115742,0.085537
hog_18,0.150028,0.097512
hog_19,0.153607,0.094532
hog_20,0.143482,0.09065
hog_21,0.157029,0.094836
hog_22,0.154529,0.090809
hog_23,0.168432,0.10137
hog_24,0.115732,0.085624
hog_25,0.109976,0.082806
hog_26,0.099108,0.074952
hog_27,0.138199,0.090694
hog_28,0.167069,0.097754
hog_29,0.164645,0.09753
hog_30,0.166272,0.097463
hog_31,0.156749,0.09572
hog_32,0.173017,0.104152
hog_33,0.13005,0.088064
hog_34,0.127021,0.086215
hog_35,0.119428,0.085611
hog_36,0.148641,0.095297
hog_37,0.1628,0.101855
hog_38,0.130393,0.096259
hog_39,0.117731,0.09199
hog_40,0.103462,0.083239
hog_41,0.139976,0.096383
hog_42,0.100472,0.083512
hog_43,0.113131,0.084671
hog_44,0.116266,0.079848
hog_45,0.156616,0.098113
hog_46,0.172205,0.103995
hog_47,0.134094,0.09396
hog_48,0.124828,0.087698
hog_49,0.113965,0.089554
hog_50,0.15484,0.102304
hog_51,0.116603,0.088648
hog_52,0.125152,0.088457
hog_53,0.129324,0.088489
hog_54,0.171726,0.099821
hog_55,0.160536,0.096207
hog_56,0.131649,0.088514
hog_57,0.129931,0.089239
hog_58,0.120882,0.086675
hog_59,0.147481,0.099371
hog_60,0.119032,0.086647
hog_61,0.121392,0.091302
hog_62,0.12291,0.089473
hog_63,0.158955,0.097524
hog_64,0.170878,0.098538
hog_65,0.141383,0.093379
hog_66,0.139258,0.09292
hog_67,0.133528,0.094257
hog_68,0.161807,0.105949
hog_69,0.134493,0.091284
hog_70,0.131528,0.089331
hog_71,0.136292,0.094445
hog_72,0.171478,0.096563
hog_73,0.15177,0.101725
hog_74,0.117204,0.085506
hog_75,0.101429,0.079345
hog_76,0.09543,0.077176
hog_77,0.14035,0.09413
hog_78,0.108567,0.087606
hog_79,0.123788,0.096627
hog_80,0.127848,0.091473
hog_81,0.154579,0.098543
hog_82,0.161464,0.099751
hog_83,0.131967,0.090967
hog_84,0.118726,0.087388
hog_85,0.106294,0.081933
hog_86,0.157851,0.094324
hog_87,0.123808,0.087933
hog_88,0.138812,0.091167
hog_89,0.142846,0.088872
hog_90,0.165982,0.098602
hog_91,0.150239,0.096625
hog_92,0.128266,0.092933
hog_93,0.120345,0.087125
hog_94,0.11053,0.083639
hog_95,0.146151,0.098683
hog_96,0.128227,0.098553
hog_97,0.138008,0.099673
hog_98,0.13749,0.096463
hog_99,0.159417,0.095311
hog_100,0.164398,0.096526
hog_101,0.132842,0.093602
hog_102,0.129715,0.093202
hog_103,0.12117,0.089094
hog_104,0.161816,0.097764
hog_105,0.139868,0.097717
hog_106,0.155813,0.098028
hog_107,0.156663,0.091084
hog_108,0.171763,0.096966
hog_109,0.137446,0.092942
hog_110,0.107988,0.083217
hog_111,0.101685,0.078894
hog_112,0.106493,0.083711
hog_113,0.159743,0.097514
hog_114,0.131772,0.092138
hog_115,0.132693,0.090171
hog_116,0.137196,0.087545
hog_117,0.15109,0.092554
hog_118,0.146999,0.093514
hog_119,0.109186,0.081341
hog_120,0.106219,0.082903
hog_121,0.108526,0.083558
hog_122,0.168885,0.102351
hog_123,0.143707,0.094428
hog_124,0.144406,0.087855
hog_125,0.137055,0.086648
hog_126,0.159305,0.093736
hog_127,0.138424,0.089332
hog_128,0.110284,0.080961
hog_129,0.110052,0.078539
hog_130,0.119653,0.088182
hog_131,0.171883,0.107701
hog_132,0.1515,0.09699
hog_133,0.152099,0.092252
hog_134,0.140242,0.087237
hog_135,0.150937,0.088808
hog_136,0.14778,0.091767
hog_137,0.107009,0.079902
hog_138,0.111867,0.083963
hog_139,0.12505,0.088927
hog_140,0.184781,0.102354
hog_141,0.169282,0.094948
hog_142,0.161485,0.093805
hog_143,0.147321,0.088
hog_144,0.161108,0.090644
hog_145,0.126674,0.089008
hog_146,0.108134,0.079127
hog_147,0.127129,0.089596
hog_148,0.14038,0.098994
hog_149,0.174982,0.109469
hog_150,0.121702,0.091672
hog_151,0.112019,0.08558
hog_152,0.099707,0.0764
hog_153,0.125192,0.086572
hog_154,0.137134,0.092876
hog_155,0.12432,0.085143
hog_156,0.138679,0.093476
hog_157,0.139932,0.091858
hog_158,0.175031,0.10872
hog_159,0.124851,0.08673
hog_160,0.117305,0.083313
hog_161,0.111169,0.080462
hog_162,0.126536,0.089445
hog_163,0.13906,0.089944
hog_164,0.119982,0.085575
hog_165,0.139349,0.090339
hog_166,0.151875,0.099989
hog_167,0.190939,0.106979
hog_168,0.136492,0.094867
hog_169,0.12645,0.090714
hog_170,0.115129,0.084591
hog_171,0.136897,0.087965
hog_172,0.150704,0.094158
hog_173,0.138104,0.091686
hog_174,0.150141,0.097292
hog_175,0.154333,0.098702
hog_176,0.194717,0.102235
hog_177,0.143282,0.091455
hog_178,0.135947,0.087547
hog_179,0.131444,0.089397
hog_180,0.142563,0.090183
hog_181,0.129042,0.090411
hog_182,0.121645,0.089196
hog_183,0.128326,0.092024
hog_184,0.129771,0.095617
hog_185,0.167801,0.11052
hog_186,0.116443,0.088261
hog_187,0.109207,0.087554
hog_188,0.103936,0.07951
hog_189,0.122951,0.089326
hog_190,0.145182,0.091924
hog_191,0.13807,0.093176
hog_192,0.145816,0.095273
hog_193,0.141278,0.094178
hog_194,0.177082,0.10556
hog_195,0.139122,0.100366
hog_196,0.132067,0.098392
hog_197,0.120063,0.089962
hog_198,0.139021,0.092388
hog_199,0.135847,0.092624
hog_200,0.126503,0.091893
hog_201,0.136111,0.092234
hog_202,0.132332,0.093945
hog_203,0.171391,0.10771
hog_204,0.120637,0.090005
hog_205,0.115248,0.08896
hog_206,0.110254,0.087292
hog_207,0.132582,0.094678
hog_208,0.143825,0.094039
hog_209,0.133841,0.095101
hog_210,0.145899,0.096905
hog_211,0.144007,0.095279
hog_212,0.180708,0.106366
hog_213,0.141824,0.101944
hog_214,0.132056,0.094227
hog_215,0.125758,0.090766
hog_216,0.144056,0.095874
hog_217,0.125423,0.089974
hog_218,0.108829,0.086728
