feature,mean,std
mean_intensity,134.05983,32.376556
std_intensity,54.373848,13.501366
p10_intensity,61.824818,28.489315
p50_intensity,134.737228,41.504528
p90_intensity,205.764603,37.034592
grad_mean,119.104424,35.378162
grad_std,111.948532,30.547457
edge_density,0.240257,0.070372
fft_bin_1,0.744146,0.125933
fft_bin_2,0.133821,0.058352
fft_bin_3,0.054513,0.031062
fft_bin_4,0.032116,0.020257
fft_bin_5,0.019598,0.0133
fft_bin_6,0.012548,0.009436
fft_bin_7,0.002654,0.002546
fft_bin_8,0.000599,0.000613
high_freq_energy,0.035399,0.025425
hsv_h_hist_1,0.060475,0.052889
hsv_h_hist_2,0.077267,0.066845
hsv_h_hist_3,0.034225,0.044584
hsv_h_hist_4,0.014958,0.022344
hsv_h_hist_5,0.008934,0.020473
hsv_h_hist_6,0.005586,0.012369
hsv_h_hist_7,0.006322,0.012771
hsv_h_hist_8,0.007194,0.015609
hsv_h_hist_9,0.029783,0.043767
hsv_h_hist_10,0.045182,0.05805
hsv_h_hist_11,0.009642,0.014602
hsv_h_hist_12,0.006188,0.022773
hsv_h_hist_13,0.003402,0.005349
hsv_h_hist_14,0.003355,0.005782
hsv_h_hist_15,0.006143,0.011726
hsv_h_hist_16,0.014678,0.032269
hsv_s_hist_1,0.12329,0.072185
hsv_s_hist_2,0.080305,0.042932
hsv_s_hist_3,0.055908,0.038163
hsv_s_hist_4,0.032537,0.028073
hsv_s_hist_5,0.017925,0.02124
hsv_s_hist_6,0.010767,0.016746
hsv_s_hist_7,0.006548,0.014061
hsv_s_hist_8,0.006054,0.018298
hsv_v_hist_1,0.01086,0.021423
hsv_v_hist_2,0.028088,0.026408
hsv_v_hist_3,0.04311,0.030364
hsv_v_hist_4,0.048779,0.028429
hsv_v_hist_5,0.051302,0.029697
hsv_v_hist_6,0.048449,0.027801
hsv_v_hist_7,0.043794,0.030332
hsv_v_hist_8,0.058951,0.058221
b_mean,127.073006,35.218437
g_mean,134.163239,34.036171
r_mean,136.505554,35.090565
b_std,57.479683,15.289205
g_std,55.867794,13.999263
r_std,55.789688,13.708915
h_mean,57.218506,27.926773
s_mean,62.004421,30.317154
v_mean,149.414627,33.463547
h_std,40.010925,16.087414
s_std,42.309029,17.598927
v_std,56.146236,12.858914
hog_1,0.134193,0.083676
hog_2,0.140465,0.087303
hog_3,0.143689,0.090315
hog_4,0.125316,0.078592
hog_5,0.137,0.081152
hog_6,0.110991,0.07472
hog_7,0.126882,0.090233
hog_8,0.123738,0.085765
hog_9,0.128829,0.080607
hog_10,0.149602,0.084487
hog_11,0.16484,0.093221
hog_12,0.16192,0.099016
hog_13,0.135599,0.081538
hog_14,0.145612,0.080542
hog_15,0.117572,0.080381
hog_16,0.133029,0.092588
hog_17,0.143317,0.092428
hog_18,0.144467,0.083759
hog_19,0.141612,0.083333
