feature,mean,std
mean_intensity,136.220566,34.222771
std_intensity,52.808315,14.836642
p10_intensity,64.176598,35.707291
p50_intensity,139.102127,42.854233
p90_intensity,202.997879,37.703403
grad_mean,112.226906,42.201412
grad_std,110.429848,34.755589
edge_density,0.218099,0.085962
fft_bin_1,0.74565,0.135019
fft_bin_2,0.13152,0.060284
fft_bin_3,0.053338,0.032483
fft_bin_4,0.032111,0.022961
fft_bin_5,0.020122,0.016091
fft_bin_6,0.01334,0.011893
fft_bin_7,0.003177,0.003813
fft_bin_8,0.000737,0.000946
high_freq_energy,0.037377,0.032028
hsv_h_hist_1,0.048772,0.051755
hsv_h_hist_2,0.057002,0.063875
hsv_h_hist_3,0.019968,0.028648
hsv_h_hist_4,0.009392,0.017162
hsv_h_hist_5,0.006769,0.016403
hsv_h_hist_6,0.003184,0.004915
hsv_h_hist_7,0.004975,0.011092
hsv_h_hist_8,0.006175,0.015548
hsv_h_hist_9,0.034536,0.051027
hsv_h_hist_10,0.085392,0.07924
hsv_h_hist_11,0.024614,0.025557
hsv_h_hist_12,0.007712,0.013644
hsv_h_hist_13,0.00519,0.01204
hsv_h_hist_14,0.003954,0.006993
hsv_h_hist_15,0.00509,0.006527
hsv_h_hist_16,0.010607,0.026346
hsv_s_hist_1,0.139857,0.087887
hsv_s_hist_2,0.080115,0.049715
hsv_s_hist_3,0.04411,0.040939
hsv_s_hist_4,0.027392,0.032096
hsv_s_hist_5,0.019463,0.028598
hsv_s_hist_6,0.010695,0.020674
hsv_s_hist_7,0.005378,0.013712
hsv_s_hist_8,0.006324,0.024787
hsv_v_hist_1,0.013135,0.020156
hsv_v_hist_2,0.0272,0.028423
hsv_v_hist_3,0.037863,0.030146
hsv_v_hist_4,0.044901,0.030573
hsv_v_hist_5,0.047629,0.029478
hsv_v_hist_6,0.050263,0.037771
hsv_v_hist_7,0.04982,0.03633
hsv_v_hist_8,0.062524,0.063985
b_mean,137.404053,39.699883
g_mean,136.640137,35.394939
r_mean,134.943802,38.185703
b_std,57.277798,15.958374
g_std,54.453625,15.102739
r_std,52.609447,14.697199
h_mean,71.516022,27.011814
s_mean,58.211773,36.20179
v_mean,152.499741,35.855057
h_std,39.968678,15.295575
s_std,36.985695,18.991478
v_std,55.25684,14.6029
hog_1,0.152931,0.084312
hog_2,0.146032,0.085215
hog_3,0.151475,0.08616
hog_4,0.136917,0.084217
hog_5,0.145445,0.084182
hog_6,0.106124,0.073267
hog_7,0.110996,0.077359
hog_8,0.115745,0.080156
hog_9,0.136304,0.082295
hog_10,0.167341,0.086897
hog_11,0.168353,0.089522
hog_12,0.162103,0.091296
hog_13,0.140278,0.085318
hog_14,0.150805,0.085879
hog_15,0.111554,0.076241
hog_16,0.121728,0.081164
hog_17,0.129715,0.088311
hog_18,0.150668,0.085187
hog_19,0.156055,0.080887
hog_20,0.159281,0.08992
hog_21,0.170524,0.088344
hog_22,0.15386,0.081569
hog_23,0.146469,0.087865
hog_24,0.121638,0.080384
hog_25,0.121824,0.079316
hog_26,0.126071,0.078818
hog_27,0.137624,0.076986
hog_28,0.16035,0.085078
hog_29,0.167503,0.091096
hog_30,0.171417,0.093158
hog_31,0.147865,0.087966
hog_32,0.144535,0.086334
hog_33,0.125128,0.078362
hog_34,0.129083,0.080988
hog_35,0.134617,0.086245
hog_36,0.14829,0.088545
hog_37,0.167061,0.098431
hog_38,0.139911,0.088182
hog_39,0.123817,0.088125
hog_40,0.107441,0.079687
hog_41,0.121996,0.08174
hog_42,0.102149,0.077341
hog_43,0.117721,0.08295
hog_44,0.142793,0.091403
hog_45,0.169705,0.096487
hog_46,0.17971,0.096098
hog_47,0.15066,0.092224
hog_48,0.132385,0.094202
hog_49,0.115175,0.087879
hog_50,0.136139,0.086588
hog_51,0.114436,0.080347
hog_52,0.141512,0.092972
hog_53,0.163763,0.093862
hog_54,0.188403,0.096419
hog_55,0.14905,0.09002
hog_56,0.136416,0.086845
hog_57,0.134522,0.0929
hog_58,0.116781,0.081063
hog_59,0.119721,0.082638
hog_60,0.113159,0.080344
hog_61,0.129797,0.089496
hog_62,0.13496,0.085601
hog_63,0.150764,0.084712
hog_64,0.158582,0.090748
hog_65,0.14546,0.088524
hog_66,0.141987,0.096204
hog_67,0.125577,0.091968
hog_68,0.137851,0.092791
hog_69,0.130731,0.086051
hog_70,0.148139,0.090849
hog_71,0.154086,0.092618
hog_72,0.167614,0.089389
hog_73,0.1649,0.093192
hog_74,0.123897,0.083757
hog_75,0.109688,0.084534
hog_76,0.093667,0.075517
hog_77,0.115752,0.077825
hog_78,0.099562,0.070968
hog_79,0.128339,0.089665
hog_80,0.161667,0.095987
hog_81,0.181447,0.101918
hog_82,0.173981,0.094766
hog_83,0.141819,0.093032
hog_84,0.126772,0.08655
hog_85,0.108565,0.080749
hog_86,0.135004,0.082919
hog_87,0.124931,0.083368
hog_88,0.148314,0.093404
hog_89,0.178812,0.093438
hog_90,0.186533,0.097966
hog_91,0.146276,0.08633
hog_92,0.130152,0.089954
hog_93,0.123738,0.089206
hog_94,0.107291,0.077609
hog_95,0.117164,0.081642
hog_96,0.113798,0.081511
hog_97,0.135482,0.093795
hog_98,0.149417,0.093088
hog_99,0.154681,0.090923
hog_100,0.15502,0.084605
hog_101,0.142583,0.090632
hog_102,0.137166,0.096586
hog_103,0.12408,0.084184
hog_104,0.133311,0.08622
hog_105,0.131637,0.086027
hog_106,0.161756,0.09597
hog_107,0.167016,0.092041
hog_108,0.169471,0.092747
hog_109,0.13606,0.084677
hog_110,0.115779,0.076036
hog_111,0.116681,0.082512
hog_112,0.104304,0.072668
hog_113,0.132258,0.084462
hog_114,0.118123,0.081955
hog_115,0.134851,0.086985
hog_116,0.152325,0.088706
hog_117,0.151925,0.090257
hog_118,0.149718,0.08287
hog_119,0.133242,0.084151
hog_120,0.138552,0.08937
hog_121,0.126857,0.081192
hog_122,0.158551,0.090712
hog_123,0.131344,0.084976
hog_124,0.137329,0.086319
hog_125,0.148293,0.088752
hog_126,0.160361,0.089214
hog_127,0.125579,0.079948
hog_128,0.123772,0.08358
hog_129,0.136827,0.091077
hog_130,0.12948,0.078267
hog_131,0.144326,0.094832
hog_132,0.139298,0.090228
hog_133,0.148664,0.093322
hog_134,0.14834,0.091565
hog_135,0.139159,0.089851
hog_136,0.148491,0.082263
hog_137,0.145412,0.089587
hog_138,0.160054,0.094513
hog_139,0.154616,0.086617
hog_140,0.164984,0.091695
hog_141,0.155486,0.090401
hog_142,0.156216,0.089502
hog_143,0.157532,0.092594
hog_144,0.157628,0.088617
hog_145,0.123218,0.076574
hog_146,0.12986,0.087179
hog_147,0.152118,0.093564
hog_148,0.157128,0.094769
hog_149,0.167915,0.100533
hog_150,0.137264,0.086266
hog_151,0.123379,0.086372
hog_152,0.110593,0.078816
hog_153,0.117081,0.078939
hog_154,0.12486,0.084055
hog_155,0.13458,0.088671
hog_156,0.153197,0.096549
hog_157,0.143577,0.089723
hog_158,0.154954,0.091068
hog_159,0.131577,0.085551
hog_160,0.124833,0.085981
hog_161,0.113124,0.081293
hog_162,0.118433,0.085105
hog_163,0.129041,0.086813
hog_164,0.12985,0.087184
hog_165,0.155884,0.092996
hog_166,0.170554,0.094575
hog_167,0.184368,0.097889
hog_168,0.152617,0.091809
hog_169,0.130147,0.090074
hog_170,0.125093,0.090553
hog_171,0.127339,0.086811
hog_172,0.130559,0.088397
hog_173,0.141317,0.092367
hog_174,0.160298,0.092172
hog_175,0.154724,0.085139
hog_176,0.173008,0.09205
hog_177,0.153277,0.092797
hog_178,0.133029,0.086985
hog_179,0.126677,0.087279
hog_180,0.12809,0.087565
hog_181,0.131984,0.083225
hog_182,0.134171,0.088213
hog_183,0.144768,0.096411
hog_184,0.12914,0.087312
hog_185,0.140655,0.091196
hog_186,0.122526,0.084935
hog_187,0.129751,0.08499
hog_188,0.13188,0.083736
hog_189,0.132726,0.081962
hog_190,0.136854,0.086221
hog_191,0.140937,0.093081
hog_192,0.144761,0.095053
hog_193,0.130856,0.081346
hog_194,0.147552,0.100624
hog_195,0.133639,0.08489
hog_196,0.146367,0.095619
hog_197,0.145957,0.093486
hog_198,0.144724,0.087953
hog_199,0.132425,0.084363
hog_200,0.142749,0.091114
hog_201,0.152058,0.099383
hog_202,0.1417,0.089569
hog_203,0.154634,0.09039
hog_204,0.13544,0.087674
hog_205,0.13725,0.085599
hog_206,0.133709,0.083895
hog_207,0.136109,0.08354
hog_208,0.143868,0.087815
hog_209,0.145912,0.089131
hog_210,0.146053,0.095369
hog_211,0.138817,0.087235
hog_212,0.155247,0.092402
hog_213,0.144362,0.085957
hog_214,0.149123,0.091297
hog_215,0.144485,0.088586
hog_216,0.14855,0.091743
hog_217,0.123994,0.08101
hog_218,0.121196,0.08771
hog_219,0.122073,0.090547
hog_220,0.115235,0.081591
hog_221,0.132479,0.088541
hog_222,0.124145,0.082166
hog_223,0.139803,0.097064
hog_224,0.133572,0.086236
hog_225,0.128073,0.082381
hog_226,0.141137,0.084331
hog_227,0.13852,0.088045
hog_228,0.143715,0.093756
hog_229,0.13411,0.083784
hog_230,0.14821,0.094739
hog_231,0.141707,0.088607
hog_232,0.156508,0.096908
hog_233,0.150974,0.089074
hog_234,0.143984,0.084553
hog_235,0.12966,0.086539
hog_236,0.131131,0.091409
hog_237,0.138978,0.097003
hog_238,0.125165,0.084626
hog_239,0.145875,0.09217
hog_240,0.132715,0.086509
hog_241,0.141439,0.093392
hog_242,0.128381,0.083822
hog_243,0.130971,0.086744
hog_244,0.148688,0.086775
hog_245,0.149104,0.095308
hog_246,0.157447,0.098395
hog_247,0.1486,0.087929
hog_248,0.161861,0.094231
hog_249,0.150161,0.093337
hog_250,0.163474,0.099279
hog_251,0.156319,0.091507
hog_252,0.151902,0.088572
hog_253,0.108653,0.081255
hog_254,0.112578,0.085945
hog_255,0.125585,0.096189
hog_256,0.12045,0.083621
hog_257,0.131583,0.089057
hog_258,0.132492,0.093251
hog_259,0.135381,0.096389
hog_260,0.116246,0.08357
hog_261,0.114637,0.086498
hog_262,0.13143,0.083953
hog_263,0.122545,0.083911
hog_264,0.144619,0.097221
hog_265,0.149051,0.08862
hog_266,0.174841,0.103757
hog_267,0.15898,0.100516
hog_268,0.145302,0.093332
hog_269,0.124066,0.084569
hog_270,0.13358,0.087571
hog_271,0.115928,0.085501
hog_272,0.12656,0.090436
hog_273,0.138632,0.102455
hog_274,0.134504,0.090324
hog_275,0.14411,0.090553
hog_276,0.139083,0.091701
hog_277,0.135777,0.093988
hog_278,0.128091,0.091202
hog_279,0.119367,0.086266
hog_280,0.143574,0.086122
hog_281,0.139343,0.090172
hog_282,0.154534,0.093325
hog_283,0.162786,0.091979
hog_284,0.191261,0.10228
hog_285,0.174339,0.100075
hog_286,0.160591,0.097225
hog_287,0.133432,0.088877
hog_288,0.141626,0.087406
hog_289,0.106049,0.071082
hog_290,0.103934,0.082255
hog_291,0.122554,0.096226
hog_292,0.12978,0.08909
hog_293,0.16399,0.099889
hog_294,0.15425,0.097319
hog_295,0.142422,0.09548
hog_296,0.117852,0.084539
hog_297,0.113115,0.079651
hog_298,0.112933,0.081423
hog_299,0.115433,0.089587
hog_300,0.12965,0.09979
hog_301,0.132849,0.089412
hog_302,0.1559,0.094276
hog_303,0.146547,0.090965
hog_304,0.144037,0.09361
hog_305,0.12937,0.088169
hog_306,0.11891,0.084108
hog_307,0.125605,0.083478
hog_308,0.125723,0.090695
hog_309,0.143324,0.100601
hog_310,0.146326,0.090985
hog_311,0.177343,0.098928
hog_312,0.166064,0.100008
hog_313,0.155486,0.097404
hog_314,0.133587,0.090533
hog_315,0.129149,0.084228
hog_316,0.133291,0.087455
hog_317,0.131658,0.088552
hog_318,0.144519,0.096492
hog_319,0.142237,0.093775
hog_320,0.165475,0.09603
hog_321,0.162039,0.096622
hog_322,0.159722,0.096952
hog_323,0.142553,0.094966
hog_324,0.138576,0.091224
hog_325,0.123921,0.080472
hog_326,0.126163,0.087423
hog_327,0.127728,0.088182
hog_328,0.118842,0.085396
hog_329,0.137534,0.087632
hog_330,0.125315,0.085935
hog_331,0.134111,0.092594
hog_332,0.131382,0.084639
hog_333,0.124341,0.081656
hog_334,0.133263,0.083286
hog_335,0.131625,0.083687
hog_336,0.136198,0.0939
hog_337,0.127026,0.085332
hog_338,0.141101,0.085467
hog_339,0.126794,0.0871
hog_340,0.135322,0.08959
hog_341,0.137197,0.087342
hog_342,0.133631,0.085573
hog_343,0.143639,0.08709
hog_344,0.137646,0.08398
hog_345,0.142928,0.086744
hog_346,0.132165,0.08216
hog_347,0.158378,0.092175
hog_348,0.144696,0.091448
hog_349,0.16096,0.094521
hog_350,0.1511,0.094434
hog_351,0.147519,0.093739
hog_352,0.15492,0.086232
hog_353,0.152225,0.090592
hog_354,0.155414,0.097516
hog_355,0.143539,0.087612
hog_356,0.160966,0.088233
hog_357,0.144071,0.086231
hog_358,0.16213,0.091327
hog_359,0.158401,0.094136
hog_360,0.156913,0.09301
hog_361,0.122664,0.083624
hog_362,0.123977,0.084134
hog_363,0.130297,0.099183
hog_364,0.123846,0.086011
hog_365,0.131966,0.085574
hog_366,0.107655,0.082239
hog_367,0.114659,0.08866
hog_368,0.114951,0.087084
hog_369,0.124139,0.086042
hog_370,0.134269,0.084375
hog_371,0.140978,0.089466
hog_372,0.153021,0.104565
hog_373,0.144951,0.093836
hog_374,0.148763,0.089022
hog_375,0.1329,0.087834
hog_376,0.132069,0.094054
hog_377,0.127642,0.090303
hog_378,0.133439,0.088927
hog_379,0.143572,0.088581
hog_380,0.14621,0.092194
hog_381,0.156446,0.102685
hog_382,0.132869,0.09069
hog_383,0.140229,0.087928
hog_384,0.119422,0.08544
hog_385,0.128057,0.094199
hog_386,0.132464,0.095194
hog_387,0.143204,0.094367
hog_388,0.161564,0.09227
hog_389,0.167703,0.095907
hog_390,0.173553,0.100631
hog_391,0.154754,0.094368
hog_392,0.153645,0.09039
hog_393,0.140164,0.088577
hog_394,0.145693,0.092374
hog_395,0.144997,0.087702
hog_396,0.158887,0.093981
hog_397,0.112846,0.086646
hog_398,0.12057,0.089628
hog_399,0.12715,0.093161
hog_400,0.124297,0.087015
hog_401,0.133998,0.090985
hog_402,0.126279,0.085541
hog_403,0.123126,0.093327
hog_404,0.110343,0.081178
hog_405,0.106619,0.076689
hog_406,0.131917,0.086929
hog_407,0.130617,0.09234
hog_408,0.14139,0.096616
hog_409,0.148106,0.091504
hog_410,0.174693,0.10498
hog_411,0.159243,0.098427
hog_412,0.141498,0.093782
hog_413,0.121918,0.085527
hog_414,0.127076,0.082414
hog_415,0.12334,0.084836
hog_416,0.138666,0.092482
hog_417,0.152961,0.098176
hog_418,0.139939,0.090868
hog_419,0.150104,0.092244
hog_420,0.135228,0.084064
hog_421,0.140159,0.09163
hog_422,0.125708,0.088967
hog_423,0.122769,0.083677
hog_424,0.13722,0.084604
hog_425,0.144748,0.096045
hog_426,0.157434,0.096625
hog_427,0.161742,0.09313
hog_428,0.182256,0.103727
hog_429,0.165975,0.095172
hog_430,0.160398,0.095372
hog_431,0.137274,0.089397
hog_432,0.143234,0.085153
hog_433,0.122732,0.08024
hog_434,0.107189,0.075291
hog_435,0.120604,0.079843
hog_436,0.124096,0.082163
hog_437,0.139875,0.088051
hog_438,0.142097,0.085512
hog_439,0.15212,0.089056
hog_440,0.136453,0.083243
hog_441,0.132192,0.080103
hog_442,0.130802,0.086962
hog_443,0.115089,0.077545
hog_444,0.120734,0.082512
hog_445,0.118139,0.080133
hog_446,0.137039,0.091436
hog_447,0.145102,0.094886
hog_448,0.159367,0.093819
hog_449,0.152308,0.092517
hog_450,0.142342,0.089468
hog_451,0.150937,0.0834
hog_452,0.125887,0.080668
hog_453,0.125803,0.081932
hog_454,0.123315,0.078602
hog_455,0.157037,0.086556
hog_456,0.14071,0.084652
hog_457,0.160187,0.094247
hog_458,0.158373,0.091379
