feature,mean,std
mean_intensity,133.011398,35.48082
std_intensity,57.337933,14.57197
p10_intensity,57.644444,28.717087
p50_intensity,133.127777,46.746155
p90_intensity,207.944443,41.828884
grad_mean,134.501236,43.71735
grad_std,128.708984,32.402748
edge_density,0.2478,0.073101
fft_bin_1,0.705231,0.138493
fft_bin_2,0.151249,0.059877
fft_bin_3,0.063381,0.035528
fft_bin_4,0.038019,0.026071
fft_bin_5,0.023316,0.018337
fft_bin_6,0.014488,0.012036
fft_bin_7,0.003502,0.004098
fft_bin_8,0.000809,0.001207
high_freq_energy,0.042115,0.034603
hsv_h_hist_1,0.051517,0.046143
hsv_h_hist_2,0.08529,0.07586
hsv_h_hist_3,0.030101,0.037139
hsv_h_hist_4,0.010569,0.02527
hsv_h_hist_5,0.004437,0.007723
hsv_h_hist_6,0.004349,0.012991
hsv_h_hist_7,0.005414,0.012381
hsv_h_hist_8,0.006609,0.016706
hsv_h_hist_9,0.027862,0.043116
hsv_h_hist_10,0.050497,0.058841
hsv_h_hist_11,0.02353,0.03177
hsv_h_hist_12,0.008094,0.017242
hsv_h_hist_13,0.003629,0.005079
hsv_h_hist_14,0.003736,0.007595
hsv_h_hist_15,0.007257,0.016532
hsv_h_hist_16,0.010442,0.020961
hsv_s_hist_1,0.128815,0.083879
hsv_s_hist_2,0.081504,0.047957
hsv_s_hist_3,0.050539,0.037899
hsv_s_hist_4,0.032063,0.033498
hsv_s_hist_5,0.017606,0.024779
hsv_s_hist_6,0.009691,0.017663
hsv_s_hist_7,0.007431,0.019936
hsv_s_hist_8,0.005684,0.021681
hsv_v_hist_1,0.012701,0.019136
hsv_v_hist_2,0.040913,0.038767
hsv_v_hist_3,0.042579,0.026756
hsv_v_hist_4,0.042189,0.02664
hsv_v_hist_5,0.040177,0.02505
hsv_v_hist_6,0.036792,0.023346
hsv_v_hist_7,0.039769,0.029025
hsv_v_hist_8,0.078212,0.063654
b_mean,129.025146,39.18853
g_mean,132.806702,36.270729
r_mean,134.909637,40.314774
b_std,62.115067,15.27056
g_std,58.875938,14.822564
r_std,57.338894,15.485044
h_mean,60.866695,28.018637
s_mean,60.568012,36.504913
v_mean,149.795502,38.112362
h_std,40.521053,15.650141
s_std,37.248222,16.850538
v_std,60.957722,14.405578
hog_1,0.142805,0.081962
hog_2,0.145478,0.088693
hog_3,0.150733,0.094883
hog_4,0.130283,0.080842
hog_5,0.141926,0.084238
hog_6,0.117321,0.077323
hog_7,0.122685,0.081991
hog_8,0.121408,0.077629
hog_9,0.13156,0.074502
hog_10,0.161673,0.081604
hog_11,0.170294,0.091191
hog_12,0.172473,0.094995
hog_13,0.13755,0.07698
hog_14,0.148043,0.077478
hog_15,0.120587,0.078058
hog_16,0.126683,0.087149
hog_17,0.127672,0.080811
hog_18,0.137979,0.076571
hog_19,0.147412,0.076156
hog_20,0.170602,0.092028
hog_21,0.172505,0.095337
hog_22,0.148817,0.083414
hog_23,0.144346,0.081187
hog_24,0.132011,0.08589
hog_25,0.131378,0.085597
hog_26,0.124503,0.08013
hog_27,0.130145,0.074839
hog_28,0.158999,0.085379
hog_29,0.177457,0.099529
hog_30,0.178282,0.100213
hog_31,0.143511,0.08394
hog_32,0.13728,0.08282
hog_33,0.125124,0.081978
hog_34,0.13351,0.085728
hog_35,0.13034,0.083999
hog_36,0.135912,0.079488
hog_37,0.166267,0.092834
hog_38,0.164546,0.100864
hog_39,0.145315,0.092978
hog_40,0.107486,0.073109
hog_41,0.120828,0.073438
hog_42,0.097775,0.071966
hog_43,0.11567,0.084811
hog_44,0.132981,0.090699
hog_45,0.151237,0.086009
hog_46,0.183795,0.096963
hog_47,0.177338,0.09946
hog_48,0.150191,0.094447
hog_49,0.112747,0.074151
hog_50,0.12909,0.079046
hog_51,0.106564,0.08005
hog_52,0.132246,0.092773
hog_53,0.138393,0.094579
hog_54,0.163718,0.089567
