feature,mean,std
mean_intensity,128.645416,44.568542
std_intensity,29.716562,15.936405
p10_intensity,90.585442,49.195946
p50_intensity,129.227844,48.541462
p90_intensity,165.819626,45.796539
grad_mean,80.254196,54.109356
grad_std,66.242332,38.56311
edge_density,0.170274,0.126767
fft_bin_1,0.619674,0.229746
fft_bin_2,0.18366,0.08775
fft_bin_3,0.084231,0.06389
fft_bin_4,0.052885,0.047284
fft_bin_5,0.03339,0.033678
fft_bin_6,0.021148,0.025143
fft_bin_7,0.004141,0.007037
fft_bin_8,0.000865,0.001741
high_freq_energy,0.059545,0.066076
hsv_h_hist_1,0.061241,0.076418
hsv_h_hist_2,0.186498,0.114237
hsv_h_hist_3,0.020777,0.034082
hsv_h_hist_4,0.009778,0.02864
hsv_h_hist_5,0.009527,0.029012
hsv_h_hist_6,0.006287,0.024886
hsv_h_hist_7,0.003017,0.010116
hsv_h_hist_8,0.00219,0.010793
hsv_h_hist_9,0.005114,0.024609
hsv_h_hist_10,0.008002,0.031648
hsv_h_hist_11,0.004068,0.012632
hsv_h_hist_12,0.001152,0.004107
hsv_h_hist_13,0.001493,0.005427
hsv_h_hist_14,0.003166,0.015864
hsv_h_hist_15,0.005935,0.028785
hsv_h_hist_16,0.005089,0.017582
hsv_s_hist_1,0.081884,0.109578
hsv_s_hist_2,0.104519,0.099164
hsv_s_hist_3,0.067567,0.076686
hsv_s_hist_4,0.03719,0.055592
hsv_s_hist_5,0.026424,0.059888
hsv_s_hist_6,0.007494,0.020733
hsv_s_hist_7,0.005886,0.027393
hsv_s_hist_8,0.002369,0.009924
hsv_v_hist_1,0.00918,0.0371
hsv_v_hist_2,0.026202,0.053403
hsv_v_hist_3,0.039335,0.045762
hsv_v_hist_4,0.059723,0.065242
hsv_v_hist_5,0.059449,0.062034
hsv_v_hist_6,0.059566,0.070979
hsv_v_hist_7,0.050039,0.076313
hsv_v_hist_8,0.029839,0.064214
b_mean,110.094307,44.144516
g_mean,126.706413,44.221142
r_mean,139.464127,49.196537
b_std,28.557293,15.815683
g_std,30.182581,16.548124
r_std,30.319342,16.262104
h_mean,30.472561,27.674316
s_mean,67.445457,39.572292
v_mean,143.087738,46.903427
h_std,17.776817,19.100061
s_std,21.679287,15.716458
v_std,30.772451,16.794727
hog_1,0.151337,0.09102
hog_2,0.123091,0.078496
hog_3,0.126052,0.07637
hog_4,0.115488,0.080015
hog_5,0.145072,0.084664
hog_6,0.114193,0.075864
hog_7,0.122979,0.080405
hog_8,0.125369,0.079784
hog_9,0.148294,0.090392
hog_10,0.162918,0.092574
hog_11,0.137076,0.076408
hog_12,0.135775,0.084131
hog_13,0.130914,0.087696
hog_14,0.162432,0.086624
hog_15,0.129504,0.080319
hog_16,0.14206,0.08668
hog_17,0.140793,0.081488
hog_18,0.163433,0.091324
hog_19,0.167028,0.088648
hog_20,0.129912,0.074951
hog_21,0.132261,0.079879
hog_22,0.128364,0.085385
hog_23,0.145661,0.090246
hog_24,0.124946,0.07692
hog_25,0.132069,0.082772
hog_26,0.130739,0.082076
hog_27,0.165262,0.088404
hog_28,0.178309,0.091115
hog_29,0.14989,0.074386
hog_30,0.146715,0.08426
hog_31,0.149051,0.091445
hog_32,0.165175,0.092123
hog_33,0.145323,0.083807
hog_34,0.148283,0.084251
hog_35,0.147156,0.083482
hog_36,0.17115,0.0888
hog_37,0.148648,0.086064
hog_38,0.119011,0.078166
hog_39,0.114102,0.078686
hog_40,0.112482,0.071665
hog_41,0.140388,0.083554
hog_42,0.117714,0.079007
hog_43,0.134048,0.085014
hog_44,0.134856,0.08023
hog_45,0.15031,0.09336
hog_46,0.160946,0.089341
hog_47,0.135819,0.084564
hog_48,0.131239,0.081741
hog_49,0.127245,0.078852
hog_50,0.158756,0.089191
hog_51,0.13926,0.092416
hog_52,0.143207,0.088227
hog_53,0.14457,0.087476
hog_54,0.167814,0.09699
hog_55,0.156036,0.084492
hog_56,0.133901,0.082286
hog_57,0.136927,0.085767
hog_58,0.132758,0.078587
hog_59,0.141981,0.085732
hog_60,0.127338,0.080927
hog_61,0.143634,0.088374
hog_62,0.140384,0.077742
hog_63,0.155371,0.081468
hog_64,0.17076,0.084233
hog_65,0.145277,0.082557
hog_66,0.140911,0.084195
hog_67,0.139646,0.08373
hog_68,0.158112,0.090374
hog_69,0.145858,0.087689
hog_70,0.153763,0.085736
hog_71,0.15527,0.07496
hog_72,0.179034,0.086221
hog_73,0.142598,0.090096
hog_74,0.129641,0.086398
hog_75,0.125935,0.083527
hog_76,0.119363,0.082286
hog_77,0.150546,0.091295
hog_78,0.11374,0.078264
hog_79,0.121007,0.078766
hog_80,0.119975,0.080667
hog_81,0.141409,0.08952
