feature,mean,std
mean_intensity,126.23037,44.063435
std_intensity,24.62706,16.601091
p10_intensity,95.425568,51.634258
p50_intensity,125.593849,47.105343
p90_intensity,158.189316,43.578709
grad_mean,60.801765,50.958549
grad_std,49.980236,38.868908
edge_density,0.121691,0.132579
fft_bin_1,0.679015,0.22521
fft_bin_2,0.164903,0.095657
fft_bin_3,0.067625,0.059057
fft_bin_4,0.041412,0.044618
fft_bin_5,0.026399,0.032703
fft_bin_6,0.016742,0.023995
fft_bin_7,0.003215,0.006848
fft_bin_8,0.000684,0.001579
high_freq_energy,0.04704,0.064274
hsv_h_hist_1,0.058254,0.083037
hsv_h_hist_2,0.16248,0.128478
hsv_h_hist_3,0.019156,0.041684
hsv_h_hist_4,0.009177,0.027515
hsv_h_hist_5,0.00673,0.020961
hsv_h_hist_6,0.005227,0.022002
hsv_h_hist_7,0.004605,0.014394
hsv_h_hist_8,0.002194,0.00942
hsv_h_hist_9,0.006998,0.023779
hsv_h_hist_10,0.015141,0.047578
hsv_h_hist_11,0.008245,0.028837
hsv_h_hist_12,0.003787,0.01761
hsv_h_hist_13,0.002251,0.010535
hsv_h_hist_14,0.002741,0.019234
hsv_h_hist_15,0.007225,0.03077
hsv_h_hist_16,0.019121,0.064261
hsv_s_hist_1,0.100425,0.125388
hsv_s_hist_2,0.082221,0.098742
hsv_s_hist_3,0.0588,0.081291
hsv_s_hist_4,0.043054,0.071528
hsv_s_hist_5,0.031405,0.070499
hsv_s_hist_6,0.009264,0.028201
hsv_s_hist_7,0.006114,0.027429
hsv_s_hist_8,0.002052,0.011815
hsv_v_hist_1,0.011977,0.044604
hsv_v_hist_2,0.024989,0.051217
hsv_v_hist_3,0.038236,0.054585
hsv_v_hist_4,0.05553,0.065832
hsv_v_hist_5,0.061986,0.073659
hsv_v_hist_6,0.066338,0.090192
hsv_v_hist_7,0.046135,0.077434
hsv_v_hist_8,0.028142,0.070557
b_mean,107.738182,43.703873
g_mean,123.510368,42.89035
r_mean,138.605286,50.770897
b_std,23.9984,16.156994
g_std,25.092861,17.027678
r_std,25.089146,17.338665
h_mean,42.019253,42.382313
s_mean,68.422585,44.945156
v_mean,142.065292,48.807873
h_std,17.629368,20.991781
s_std,18.082893,14.739031
v_std,25.698845,17.834463
hog_1,0.143239,0.088985
hog_2,0.113164,0.079752
hog_3,0.110745,0.07782
hog_4,0.104936,0.082605
hog_5,0.15684,0.095861
hog_6,0.114906,0.078226
hog_7,0.123455,0.081703
hog_8,0.122223,0.081434
hog_9,0.147252,0.087079
hog_10,0.153019,0.092491
hog_11,0.126868,0.084197
hog_12,0.126266,0.082314
hog_13,0.121453,0.087947
hog_14,0.174299,0.097044
hog_15,0.134821,0.088807
hog_16,0.141007,0.086919
hog_17,0.138312,0.086584
hog_18,0.154659,0.089712
hog_19,0.16383,0.093368
hog_20,0.128325,0.089203
hog_21,0.125373,0.085008
hog_22,0.114229,0.089182
hog_23,0.156004,0.100921
hog_24,0.127068,0.086823
hog_25,0.13803,0.08616
hog_26,0.134907,0.080998
hog_27,0.160429,0.089345
hog_28,0.168907,0.097621
hog_29,0.140958,0.090044
hog_30,0.137735,0.086519
hog_31,0.128529,0.092479
hog_32,0.171746,0.102753
hog_33,0.145941,0.095314
hog_34,0.153624,0.089297
hog_35,0.153314,0.088452
hog_36,0.169044,0.09377
hog_37,0.144317,0.091608
hog_38,0.125409,0.082463
hog_39,0.121751,0.079685
hog_40,0.111491,0.08267
hog_41,0.161884,0.10166
hog_42,0.104381,0.077924
hog_43,0.1083,0.077009
hog_44,0.110321,0.077031
hog_45,0.136777,0.08837
hog_46,0.159782,0.09539
hog_47,0.137656,0.088084
hog_48,0.129827,0.084119
hog_49,0.125418,0.086966
hog_50,0.180451,0.102625
hog_51,0.122362,0.087334
hog_52,0.121172,0.082668
hog_53,0.125236,0.08444
hog_54,0.149334,0.092111
