feature,mean,std
mean_intensity,135.100479,40.799316
std_intensity,47.921669,14.3534
p10_intensity,68.301064,41.183361
p50_intensity,139.55835,47.914551
p90_intensity,193.881958,42.427872
grad_mean,110.375397,49.011883
grad_std,99.971008,36.989353
edge_density,0.209909,0.092932
fft_bin_1,0.738316,0.136766
fft_bin_2,0.141195,0.062317
fft_bin_3,0.055822,0.036281
fft_bin_4,0.031736,0.024156
fft_bin_5,0.018898,0.015975
fft_bin_6,0.011414,0.011173
fft_bin_7,0.00218,0.003416
fft_bin_8,0.000438,0.000809
high_freq_energy,0.03293,0.030734
hsv_h_hist_1,0.062869,0.06021
hsv_h_hist_2,0.105563,0.092117
hsv_h_hist_3,0.029004,0.046531
hsv_h_hist_4,0.006121,0.014288
hsv_h_hist_5,0.003024,0.007654
hsv_h_hist_6,0.002112,0.006742
hsv_h_hist_7,0.003675,0.010191
hsv_h_hist_8,0.005365,0.0214
hsv_h_hist_9,0.012483,0.030458
hsv_h_hist_10,0.036991,0.061887
hsv_h_hist_11,0.020603,0.039026
hsv_h_hist_12,0.007974,0.016153
hsv_h_hist_13,0.004562,0.008652
hsv_h_hist_14,0.003924,0.007001
hsv_h_hist_15,0.008808,0.015746
hsv_h_hist_16,0.020253,0.040473
hsv_s_hist_1,0.126088,0.100094
hsv_s_hist_2,0.076716,0.050815
hsv_s_hist_3,0.05133,0.047165
hsv_s_hist_4,0.029327,0.031806
hsv_s_hist_5,0.018556,0.026812
hsv_s_hist_6,0.011142,0.018878
hsv_s_hist_7,0.008872,0.019814
hsv_s_hist_8,0.011302,0.040573
hsv_v_hist_1,0.019698,0.04072
hsv_v_hist_2,0.024803,0.030754
hsv_v_hist_3,0.029789,0.025021
hsv_v_hist_4,0.039919,0.028747
hsv_v_hist_5,0.051372,0.032221
hsv_v_hist_6,0.06033,0.038359
hsv_v_hist_7,0.061123,0.043686
hsv_v_hist_8,0.046299,0.053165
b_mean,125.548836,44.523712
g_mean,133.166245,41.219372
r_mean,142.52684,44.356728
b_std,48.656872,15.724286
g_std,48.740505,14.663967
r_std,48.56078,14.688196
h_mean,56.825577,36.114338
s_mean,65.303665,46.069946
v_mean,150.576782,40.978561
h_std,36.628403,22.212215
s_std,35.546089,16.411049
v_std,49.451073,14.332744
hog_1,0.146101,0.083831
hog_2,0.13968,0.085849
hog_3,0.138183,0.087466
hog_4,0.13137,0.08447
hog_5,0.146265,0.085602
hog_6,0.115631,0.08015
hog_7,0.118997,0.081611
hog_8,0.112928,0.077248
hog_9,0.138219,0.085084
hog_10,0.162206,0.084645
hog_11,0.151873,0.08519
hog_12,0.147936,0.087961
hog_13,0.139632,0.088427
hog_14,0.1555,0.087883
hog_15,0.122109,0.080636
hog_16,0.127136,0.084272
hog_17,0.130447,0.083305
hog_18,0.153357,0.086971
hog_19,0.150186,0.084413
hog_20,0.146667,0.086655
hog_21,0.151205,0.092718
hog_22,0.14864,0.086186
hog_23,0.151219,0.089317
hog_24,0.133704,0.082936
hog_25,0.132457,0.088078
hog_26,0.125034,0.083374
hog_27,0.142177,0.083665
hog_28,0.157626,0.090604
hog_29,0.156183,0.089053
hog_30,0.157426,0.091457
hog_31,0.152765,0.090896
hog_32,0.156368,0.089639
hog_33,0.139146,0.084582
hog_34,0.137794,0.084775
hog_35,0.141185,0.086813
hog_36,0.153333,0.086444
hog_37,0.16309,0.093266
hog_38,0.140964,0.091289
hog_39,0.12763,0.084883
hog_40,0.110577,0.079267
hog_41,0.131182,0.08301
hog_42,0.1022,0.073959
hog_43,0.118357,0.088437
hog_44,0.132165,0.086891
hog_45,0.15919,0.092616
hog_46,0.172935,0.093634
hog_47,0.155395,0.093578
hog_48,0.143757,0.092481
hog_49,0.12038,0.081778
hog_50,0.142143,0.082084
hog_51,0.118583,0.082828
hog_52,0.130725,0.092085
hog_53,0.148566,0.091272
hog_54,0.171707,0.092208
hog_55,0.155856,0.089317
hog_56,0.142774,0.087887
hog_57,0.140827,0.091905
hog_58,0.12107,0.082775
hog_59,0.127965,0.087727
hog_60,0.115073,0.081937
hog_61,0.12951,0.091086
hog_62,0.135739,0.093438
hog_63,0.150008,0.088751
hog_64,0.16333,0.086304
hog_65,0.155609,0.089258
hog_66,0.152266,0.093888
hog_67,0.133179,0.086933
hog_68,0.135947,0.085701
hog_69,0.130179,0.087745
hog_70,0.143483,0.095639
hog_71,0.151393,0.094737
hog_72,0.162896,0.090037
hog_73,0.1492,0.088213
hog_74,0.133176,0.082862
hog_75,0.123086,0.082909
hog_76,0.107583,0.075891
hog_77,0.133121,0.079045
hog_78,0.113983,0.074309
hog_79,0.13203,0.087339
hog_80,0.13823,0.087734
hog_81,0.156127,0.090129
hog_82,0.162894,0.087018
hog_83,0.138573,0.087977
hog_84,0.129324,0.086208
hog_85,0.120244,0.082511
hog_86,0.14993,0.083111
hog_87,0.135986,0.089207
hog_88,0.150094,0.092253
hog_89,0.15724,0.09027
hog_90,0.173192,0.087673
hog_91,0.143216,0.082232
hog_92,0.133566,0.085742
hog_93,0.134055,0.090053
hog_94,0.120715,0.082106
hog_95,0.133048,0.08274
hog_96,0.12765,0.081993
hog_97,0.14141,0.089151
hog_98,0.142706,0.085762
hog_99,0.149885,0.084038
hog_100,0.160309,0.082418
hog_101,0.143761,0.089193
hog_102,0.14288,0.091826
hog_103,0.135656,0.087395
hog_104,0.147136,0.086572
hog_105,0.145428,0.085814
hog_106,0.163624,0.091174
hog_107,0.16545,0.090255
hog_108,0.169316,0.083493
hog_109,0.140074,0.086083
hog_110,0.119079,0.078796
hog_111,0.115758,0.078406
hog_112,0.108983,0.072238
hog_113,0.138965,0.080347
hog_114,0.124954,0.0808
hog_115,0.141251,0.090239
hog_116,0.14404,0.083791
hog_117,0.149511,0.086165
hog_118,0.159082,0.082828
hog_119,0.130248,0.083145
hog_120,0.126118,0.084956
hog_121,0.121448,0.073668
hog_122,0.158333,0.081191
hog_123,0.148995,0.085411
hog_124,0.156119,0.087593
hog_125,0.15792,0.086202
hog_126,0.16855,0.08477
hog_127,0.138409,0.085727
hog_128,0.122269,0.080975
hog_129,0.126097,0.083438
hog_130,0.118428,0.074854
hog_131,0.137291,0.084387
hog_132,0.143944,0.086579
hog_133,0.152578,0.087286
hog_134,0.154161,0.086251
hog_135,0.153365,0.087714
hog_136,0.158327,0.082712
hog_137,0.134492,0.084783
hog_138,0.133406,0.08572
hog_139,0.132321,0.078181
hog_140,0.159252,0.088051
hog_141,0.167495,0.088891
hog_142,0.164749,0.089997
hog_143,0.160382,0.085737
hog_144,0.174811,0.085365
hog_145,0.128467,0.078742
hog_146,0.121221,0.07959
hog_147,0.13127,0.081148
hog_148,0.15132,0.093333
hog_149,0.166312,0.098885
hog_150,0.134781,0.081923
hog_151,0.12645,0.086111
hog_152,0.118944,0.083246
hog_153,0.125347,0.078428
hog_154,0.130004,0.084317
hog_155,0.133616,0.087787
hog_156,0.142395,0.085711
hog_157,0.149856,0.08932
hog_158,0.1649,0.093535
hog_159,0.135492,0.084621
hog_160,0.133847,0.089581
hog_161,0.126658,0.085915
hog_162,0.126121,0.080897
hog_163,0.138537,0.087161
hog_164,0.128179,0.090143
hog_165,0.140514,0.086908
hog_166,0.156709,0.093408
hog_167,0.172285,0.099356
hog_168,0.148791,0.088722
hog_169,0.140423,0.090545
hog_170,0.129584,0.087413
hog_171,0.135237,0.081684
hog_172,0.135737,0.087031
hog_173,0.139665,0.091855
hog_174,0.148219,0.089516
hog_175,0.15912,0.092161
hog_176,0.175145,0.093704
hog_177,0.152789,0.087435
hog_178,0.146724,0.093808
hog_179,0.135791,0.089604
hog_180,0.133226,0.083679
hog_181,0.131452,0.080607
hog_182,0.135866,0.087404
hog_183,0.138607,0.091197
hog_184,0.134972,0.086086
hog_185,0.138059,0.084581
hog_186,0.115627,0.076139
hog_187,0.125176,0.086351
hog_188,0.125158,0.085402
hog_189,0.128444,0.083331
hog_190,0.15038,0.083374
hog_191,0.149936,0.086001
hog_192,0.154941,0.08952
hog_193,0.143635,0.085507
hog_194,0.143782,0.084704
hog_195,0.124028,0.084353
hog_196,0.133059,0.089299
hog_197,0.13997,0.088456
hog_198,0.146494,0.084381
hog_199,0.142871,0.082975
hog_200,0.142176,0.085556
hog_201,0.148197,0.093824
hog_202,0.141851,0.088835
hog_203,0.150369,0.090006
hog_204,0.12835,0.084013
hog_205,0.133412,0.087923
hog_206,0.131701,0.088533
hog_207,0.136345,0.085097
hog_208,0.160245,0.082862
hog_209,0.158505,0.087854
hog_210,0.161288,0.091253
hog_211,0.159304,0.092431
