feature,mean,std
mean_intensity,125.666771,38.203136
std_intensity,49.674942,14.246575
p10_intensity,61.087379,32.700157
p50_intensity,125.826859,47.722263
p90_intensity,190.27832,43.106827
grad_mean,103.791603,37.425072
grad_std,105.937698,30.831656
edge_density,0.202265,0.077737
fft_bin_1,0.745309,0.120648
fft_bin_2,0.142619,0.06929
fft_bin_3,0.053428,0.030573
fft_bin_4,0.028403,0.016346
fft_bin_5,0.017118,0.010863
fft_bin_6,0.010507,0.007752
fft_bin_7,0.002128,0.002466
fft_bin_8,0.000485,0.000701
high_freq_energy,0.030237,0.021066
hsv_h_hist_1,0.055928,0.051582
hsv_h_hist_2,0.127106,0.098177
hsv_h_hist_3,0.025292,0.033931
hsv_h_hist_4,0.008331,0.013984
hsv_h_hist_5,0.007322,0.014414
hsv_h_hist_6,0.006014,0.017934
hsv_h_hist_7,0.004999,0.01092
hsv_h_hist_8,0.005396,0.018171
hsv_h_hist_9,0.016618,0.03247
hsv_h_hist_10,0.027358,0.046908
hsv_h_hist_11,0.016138,0.031972
hsv_h_hist_12,0.005838,0.014123
hsv_h_hist_13,0.003846,0.008288
hsv_h_hist_14,0.003763,0.009612
hsv_h_hist_15,0.006408,0.01721
hsv_h_hist_16,0.012979,0.031302
hsv_s_hist_1,0.097642,0.089205
hsv_s_hist_2,0.071071,0.05361
hsv_s_hist_3,0.056862,0.044371
hsv_s_hist_4,0.04394,0.040688
hsv_s_hist_5,0.030281,0.036509
hsv_s_hist_6,0.018114,0.028453
hsv_s_hist_7,0.00994,0.01969
hsv_s_hist_8,0.005484,0.019717
hsv_v_hist_1,0.012959,0.026553
hsv_v_hist_2,0.033658,0.036755
hsv_v_hist_3,0.044593,0.037561
hsv_v_hist_4,0.048619,0.029725
hsv_v_hist_5,0.052203,0.035669
hsv_v_hist_6,0.048015,0.031874
hsv_v_hist_7,0.04184,0.036641
hsv_v_hist_8,0.051447,0.060669
b_mean,114.54351,42.70789
g_mean,123.562401,39.179176
r_mean,134.020248,41.399632
b_std,51.169819,16.863987
g_std,50.395222,14.640656
r_std,52.155827,14.355009
h_mean,49.53326,31.025915
s_mean,74.839622,39.746124
v_mean,144.07843,38.91589
h_std,35.30978,19.973341
s_std,39.034985,16.455996
v_std,52.339226,14.513426
hog_1,0.112867,0.082528
hog_2,0.128274,0.086938
hog_3,0.153137,0.102621
hog_4,0.141019,0.090896
hog_5,0.146124,0.091556
hog_6,0.100623,0.077299
hog_7,0.098368,0.086309
hog_8,0.0929,0.079482
hog_9,0.102405,0.079478
hog_10,0.13435,0.085632
hog_11,0.171178,0.099656
hog_12,0.175886,0.109257
hog_13,0.142294,0.091072
hog_14,0.144385,0.087447
hog_15,0.114602,0.083373
hog_16,0.118128,0.092894
hog_17,0.114878,0.086516
hog_18,0.117067,0.082758
hog_19,0.123417,0.086426
hog_20,0.148135,0.095345
hog_21,0.187232,0.111359
hog_22,0.174433,0.095041
hog_23,0.160891,0.096643
hog_24,0.122877,0.086567
hog_25,0.112796,0.09265
hog_26,0.10151,0.084608
hog_27,0.109692,0.083603
hog_28,0.137503,0.090226
hog_29,0.17952,0.11
hog_30,0.19775,0.111932
hog_31,0.172699,0.100059
hog_32,0.153602,0.096556
hog_33,0.130216,0.089425
hog_34,0.1297,0.097926
hog_35,0.119919,0.091742
hog_36,0.118494,0.089688
hog_37,0.160403,0.097892
hog_38,0.153717,0.100442
hog_39,0.134697,0.10033
hog_40,0.09904,0.080337
hog_41,0.115769,0.089377
hog_42,0.0906,0.076508
hog_43,0.112129,0.09359
hog_44,0.12923,0.097124
hog_45,0.148585,0.097373
hog_46,0.173631,0.098545
hog_47,0.154241,0.10012
hog_48,0.133266,0.102244
hog_49,0.104473,0.085221
hog_50,0.124493,0.092354
hog_51,0.103271,0.084623
hog_52,0.126316,0.095956
hog_53,0.149327,0.103598
hog_54,0.165041,0.097454
hog_55,0.152385,0.094601
hog_56,0.161227,0.105791
hog_57,0.154486,0.101227
hog_58,0.11769,0.084195
hog_59,0.11784,0.089392
hog_60,0.108116,0.086372
hog_61,0.119759,0.098656
hog_62,0.128299,0.095519
hog_63,0.136994,0.08976
hog_64,0.158105,0.095548
hog_65,0.158857,0.105085
hog_66,0.147523,0.105362
hog_67,0.12006,0.090713
hog_68,0.128433,0.095028
hog_69,0.122995,0.088222
hog_70,0.141422,0.100351
hog_71,0.152745,0.098094
hog_72,0.156401,0.092261
hog_73,0.153588,0.095962
hog_74,0.117342,0.089257
hog_75,0.10947,0.09213
hog_76,0.093587,0.084551
hog_77,0.112221,0.082742
hog_78,0.098173,0.077618
hog_79,0.127799,0.094759
hog_80,0.155783,0.103911
hog_81,0.173521,0.102954
hog_82,0.157436,0.096633
hog_83,0.126666,0.092054
hog_84,0.12117,0.098183
hog_85,0.103697,0.084341
hog_86,0.125379,0.085566
hog_87,0.112319,0.086779
hog_88,0.141817,0.09668
hog_89,0.169678,0.102074
hog_90,0.182146,0.103817
hog_91,0.14468,0.091796
hog_92,0.127158,0.089697
hog_93,0.12687,0.099048
hog_94,0.112109,0.089376
hog_95,0.116645,0.087003
hog_96,0.12234,0.086908
hog_97,0.143852,0.100606
hog_98,0.158152,0.099036
hog_99,0.15658,0.093102
hog_100,0.146231,0.091155
hog_101,0.131393,0.089734
hog_102,0.12997,0.095424
hog_103,0.118574,0.086625
hog_104,0.134238,0.088975
hog_105,0.137717,0.091863
hog_106,0.162906,0.100201
hog_107,0.17591,0.099717
hog_108,0.169062,0.09425
hog_109,0.119455,0.082824
hog_110,0.09624,0.076872
hog_111,0.102349,0.086412
hog_112,0.097527,0.079437
hog_113,0.12674,0.085686
hog_114,0.12063,0.083524
hog_115,0.162941,0.104341
hog_116,0.159667,0.098224
hog_117,0.144553,0.095498
hog_118,0.127423,0.086105
hog_119,0.100675,0.080436
hog_120,0.109798,0.087777
hog_121,0.113095,0.086482
hog_122,0.149937,0.094258
hog_123,0.147583,0.097079
hog_124,0.163852,0.09803
hog_125,0.151532,0.094221
