feature,mean,std
mean_intensity,109.952354,49.387985
std_intensity,27.013433,17.545921
p10_intensity,76.75058,50.581074
p50_intensity,109.012764,52.888081
p90_intensity,144.854996,55.460407
grad_mean,60.896629,50.50433
grad_std,53.255272,40.573971
edge_density,0.117469,0.123097
fft_bin_1,0.707973,0.211384
fft_bin_2,0.154374,0.095375
fft_bin_3,0.061435,0.05621
fft_bin_4,0.036433,0.039733
fft_bin_5,0.022746,0.026609
fft_bin_6,0.014164,0.018786
fft_bin_7,0.002393,0.005251
fft_bin_8,0.000478,0.001101
high_freq_energy,0.03978,0.05084
hsv_h_hist_1,0.073117,0.094398
hsv_h_hist_2,0.13349,0.128907
hsv_h_hist_3,0.017067,0.038098
hsv_h_hist_4,0.009689,0.02789
hsv_h_hist_5,0.014978,0.044132
hsv_h_hist_6,0.00954,0.030506
hsv_h_hist_7,0.009975,0.034778
hsv_h_hist_8,0.004979,0.022394
hsv_h_hist_9,0.011183,0.037704
hsv_h_hist_10,0.012099,0.039566
hsv_h_hist_11,0.008449,0.031367
hsv_h_hist_12,0.003762,0.019603
hsv_h_hist_13,0.003095,0.012647
hsv_h_hist_14,0.002444,0.010489
hsv_h_hist_15,0.005405,0.017276
hsv_h_hist_16,0.014061,0.041857
hsv_s_hist_1,0.074963,0.112199
hsv_s_hist_2,0.077428,0.087572
hsv_s_hist_3,0.076559,0.086731
hsv_s_hist_4,0.049878,0.0746
hsv_s_hist_5,0.028087,0.055
hsv_s_hist_6,0.013788,0.038957
hsv_s_hist_7,0.008834,0.034137
hsv_s_hist_8,0.003796,0.019378
hsv_v_hist_1,0.023924,0.0679
hsv_v_hist_2,0.043065,0.071484
hsv_v_hist_3,0.047188,0.058085
hsv_v_hist_4,0.056903,0.066126
hsv_v_hist_5,0.060694,0.074885
hsv_v_hist_6,0.044667,0.068668
hsv_v_hist_7,0.033327,0.06419
hsv_v_hist_8,0.023565,0.062237
b_mean,92.771133,45.93322
g_mean,108.502777,49.798
r_mean,119.306358,54.489334
b_std,26.396252,17.074867
g_std,27.441269,17.949753
r_std,27.669907,18.171082
h_mean,41.676498,35.26099
s_mean,76.523384,45.134579
v_mean,124.661171,53.253105
h_std,22.31542,23.261644
s_std,22.490572,15.823886
v_std,28.024719,18.212479
hog_1,0.145934,0.095425
hog_2,0.112748,0.080949
hog_3,0.111768,0.084016
hog_4,0.111327,0.088326
hog_5,0.174138,0.102363
hog_6,0.11315,0.089848
hog_7,0.10721,0.077624
hog_8,0.101886,0.074586
hog_9,0.140443,0.090633
hog_10,0.149923,0.094727
hog_11,0.125054,0.084781
hog_12,0.126037,0.086256
hog_13,0.120114,0.09263
hog_14,0.193033,0.107092
hog_15,0.128754,0.095357
hog_16,0.127115,0.085648
hog_17,0.118313,0.081294
hog_18,0.146438,0.093891
hog_19,0.16055,0.098945
hog_20,0.125585,0.088355
hog_21,0.12368,0.084232
hog_22,0.124886,0.091562
hog_23,0.178442,0.104754
hog_24,0.127818,0.095408
hog_25,0.121115,0.083606
hog_26,0.114869,0.082651
hog_27,0.155909,0.097799
hog_28,0.165284,0.097321
hog_29,0.13898,0.088338
hog_30,0.140857,0.088981
hog_31,0.135532,0.094969
hog_32,0.190659,0.107444
hog_33,0.143107,0.098659
hog_34,0.142646,0.087831
hog_35,0.132623,0.087301
hog_36,0.161051,0.097897
hog_37,0.138396,0.096903
hog_38,0.113445,0.082354
hog_39,0.114792,0.079313
hog_40,0.112181,0.085729
hog_41,0.176379,0.108584
hog_42,0.111282,0.086316
hog_43,0.11258,0.080863
hog_44,0.104345,0.074714
hog_45,0.132609,0.09443
hog_46,0.148145,0.097837
hog_47,0.12173,0.085299
hog_48,0.126688,0.083987
hog_49,0.130296,0.093681
hog_50,0.191564,0.105695
hog_51,0.128766,0.095848
hog_52,0.122983,0.087922
hog_53,0.114994,0.083929
hog_54,0.143176,0.096174
hog_55,0.154525,0.098874
hog_56,0.128814,0.088352
hog_57,0.129654,0.085225
hog_58,0.125072,0.089072
hog_59,0.179092,0.110708
hog_60,0.12364,0.091313
hog_61,0.12439,0.086183
hog_62,0.114529,0.08192
hog_63,0.146241,0.096941
hog_64,0.16647,0.098782
hog_65,0.141078,0.091889
hog_66,0.142446,0.08742
hog_67,0.144431,0.098363
hog_68,0.19094,0.109262
hog_69,0.138155,0.09785
hog_70,0.138144,0.089019
hog_71,0.129342,0.088539
hog_72,0.160341,0.099327
hog_73,0.138035,0.097342
hog_74,0.106694,0.080619
hog_75,0.115181,0.079745
hog_76,0.116058,0.090555
hog_77,0.179035,0.108565
hog_78,0.111251,0.089006
hog_79,0.110394,0.081488
hog_80,0.104061,0.079192
hog_81,0.130446,0.09598
hog_82,0.148174,0.097051
hog_83,0.123044,0.085217
hog_84,0.131715,0.087229
hog_85,0.131082,0.093776
hog_86,0.192309,0.104697
hog_87,0.122858,0.096053
hog_88,0.120128,0.083696
hog_89,0.117585,0.080941
hog_90,0.145029,0.09753
hog_91,0.152793,0.09945
hog_92,0.122267,0.086801
hog_93,0.132482,0.088947
hog_94,0.132656,0.09569
hog_95,0.178338,0.1061
hog_96,0.122182,0.092963
hog_97,0.123742,0.085842
hog_98,0.115302,0.086586
hog_99,0.146017,0.097946
hog_100,0.162226,0.099559
hog_101,0.137461,0.090646
hog_102,0.141738,0.090153
hog_103,0.143054,0.094993
hog_104,0.195751,0.106105
hog_105,0.137318,0.099627
hog_106,0.135074,0.088293
hog_107,0.128298,0.085748
hog_108,0.160567,0.099059
hog_109,0.142234,0.096218
hog_110,0.11265,0.081224
hog_111,0.117906,0.081909
hog_112,0.113174,0.086403
hog_113,0.172116,0.106092
hog_114,0.108525,0.08819
hog_115,0.108828,0.079489
hog_116,0.105815,0.076703
hog_117,0.140083,0.09473
hog_118,0.165595,0.095182
hog_119,0.123307,0.083404
hog_120,0.120958,0.082032
hog_121,0.122902,0.093942
hog_122,0.183398,0.10513
hog_123,0.117304,0.087487
hog_124,0.119771,0.082822
hog_125,0.118318,0.081267
hog_126,0.164699,0.094715
hog_127,0.1555,0.100095
hog_128,0.128153,0.087768
hog_129,0.129613,0.080896
hog_130,0.127454,0.091262
hog_131,0.174558,0.10847
hog_132,0.123645,0.095164
hog_133,0.123399,0.084106
hog_134,0.121155,0.083979
hog_135,0.155615,0.098312
hog_136,0.174374,0.09711
hog_137,0.136553,0.087123
hog_138,0.138824,0.086635
hog_139,0.1331,0.097728
hog_140,0.183889,0.105496
hog_141,0.132798,0.096061
hog_142,0.135101,0.085983
hog_143,0.132009,0.083465
hog_144,0.176286,0.095952
hog_145,0.141351,0.091716
hog_146,0.108094,0.078551
hog_147,0.11445,0.077573
hog_148,0.116196,0.087299
hog_149,0.164867,0.110904
hog_150,0.115105,0.090977
hog_151,0.109443,0.080695
hog_152,0.104108,0.078182
hog_153,0.138904,0.092825
hog_154,0.152877,0.095482
hog_155,0.127236,0.084235
hog_156,0.130334,0.082143
hog_157,0.136948,0.096529
hog_158,0.178225,0.107563
hog_159,0.123209,0.093135
hog_160,0.117186,0.084772
hog_161,0.114946,0.082678
hog_162,0.145461,0.095265
hog_163,0.159201,0.098442
hog_164,0.123492,0.08912
hog_165,0.125332,0.082091
hog_166,0.131568,0.094204
hog_167,0.183183,0.108942
hog_168,0.126617,0.091921
hog_169,0.119843,0.087213
hog_170,0.111404,0.080712
hog_171,0.154062,0.094838
hog_172,0.166949,0.100398
hog_173,0.138934,0.090375
hog_174,0.144693,0.087057
hog_175,0.151045,0.102703
hog_176,0.195771,0.105229
hog_177,0.14024,0.096699
hog_178,0.132777,0.087986
hog_179,0.125854,0.086238
hog_180,0.1603,0.099607
hog_181,0.140207,0.095434
hog_182,0.115325,0.082095
hog_183,0.121307,0.081936
hog_184,0.120284,0.087782
hog_185,0.16482,0.106459
hog_186,0.111174,0.085106
hog_187,0.112061,0.079788
hog_188,0.105936,0.077915
hog_189,0.134625,0.090539
hog_190,0.155757,0.096532
hog_191,0.128541,0.086164
hog_192,0.132164,0.083341
hog_193,0.131178,0.09332
hog_194,0.172095,0.104845
hog_195,0.12434,0.092843
hog_196,0.126026,0.087449
hog_197,0.118882,0.084383
hog_198,0.15146,0.095257
hog_199,0.153059,0.099849
hog_200,0.127794,0.087044
hog_201,0.131094,0.085441
hog_202,0.128734,0.095067
hog_203,0.174276,0.107836
hog_204,0.119972,0.091021
hog_205,0.126683,0.087787
hog_206,0.117668,0.083915
hog_207,0.149039,0.095783
hog_208,0.169661,0.099765
hog_209,0.139975,0.087762
hog_210,0.144059,0.082114
hog_211,0.144876,0.098637
hog_212,0.187917,0.104474
hog_213,0.133957,0.097047
hog_214,0.136834,0.087643
hog_215,0.129574,0.085434
hog_216,0.162656,0.098031
hog_217,0.137217,0.093876
hog_218,0.11213,0.082849
hog_219,0.117963,0.082274
hog_220,0.117939,0.091539
hog_221,0.164205,0.104378
hog_222,0.108345,0.086901
hog_223,0.110178,0.084137
hog_224,0.106674,0.079103
hog_225,0.135097,0.091029
hog_226,0.150288,0.097662
hog_227,0.1236,0.086665
hog_228,0.129173,0.086794
hog_229,0.131279,0.095514
hog_230,0.17733,0.108092
hog_231,0.122311,0.096229
hog_232,0.119133,0.083807
hog_233,0.116047,0.084916
hog_234,0.145969,0.096672
hog_235,0.155195,0.099306
hog_236,0.131364,0.087296
hog_237,0.135947,0.086571
hog_238,0.131508,0.093782
hog_239,0.17717,0.103304
hog_240,0.121908,0.091918
hog_241,0.126522,0.089205
hog_242,0.117671,0.081632
hog_243,0.149462,0.096697
hog_244,0.165842,0.101844
hog_245,0.139314,0.087504
hog_246,0.143793,0.088807
hog_247,0.144867,0.100167
hog_248,0.191886,0.106476
hog_249,0.136093,0.096711
hog_250,0.135566,0.09106
hog_251,0.128956,0.085454
hog_252,0.159737,0.098883
hog_253,0.14255,0.093414
hog_254,0.11637,0.08241
hog_255,0.113257,0.077951
hog_256,0.116621,0.088327
hog_257,0.166607,0.103545
hog_258,0.109949,0.086298
hog_259,0.110259,0.078428
hog_260,0.106081,0.077045
hog_261,0.140036,0.088934
hog_262,0.16595,0.095028
hog_263,0.127555,0.085314
hog_264,0.129524,0.082759
hog_265,0.134174,0.098007
hog_266,0.175789,0.105479
hog_267,0.115172,0.08589
hog_268,0.118744,0.079066
hog_269,0.114514,0.080387
hog_270,0.161038,0.091636
hog_271,0.15774,0.097603
hog_272,0.122313,0.083577
hog_273,0.125845,0.082036
hog_274,0.126878,0.092381
hog_275,0.180364,0.104877
hog_276,0.127027,0.09079
hog_277,0.127412,0.083383
hog_278,0.118519,0.082109
hog_279,0.150543,0.091742
hog_280,0.180428,0.096035
hog_281,0.140398,0.090511
hog_282,0.143262,0.085724
hog_283,0.144343,0.099083
hog_284,0.188703,0.105149
hog_285,0.132653,0.093466
hog_286,0.134534,0.086364
hog_287,0.124975,0.085016
hog_288,0.174855,0.095937
hog_289,0.149835,0.095366
hog_290,0.113459,0.081528
hog_291,0.113518,0.081904
hog_292,0.119375,0.092692
hog_293,0.168789,0.107108
hog_294,0.109405,0.084311
hog_295,0.104206,0.075397
hog_296,0.099616,0.072117
hog_297,0.143851,0.093639
hog_298,0.15658,0.097983
hog_299,0.123982,0.082631
hog_300,0.124324,0.083173
hog_301,0.128417,0.091852
hog_302,0.182276,0.107847
hog_303,0.126434,0.095202
hog_304,0.122221,0.081113
hog_305,0.117327,0.083625
hog_306,0.154693,0.097799
hog_307,0.162596,0.098021
hog_308,0.127269,0.085287
hog_309,0.127178,0.081817
hog_310,0.129441,0.095675
hog_311,0.181087,0.107442
hog_312,0.120992,0.090952
hog_313,0.115021,0.080559
hog_314,0.113174,0.079528
hog_315,0.158125,0.096651
hog_316,0.169836,0.09865
hog_317,0.139035,0.085114
hog_318,0.13684,0.086803
hog_319,0.13818,0.095206
hog_320,0.193844,0.107353
hog_321,0.137335,0.096707
hog_322,0.134844,0.084315
hog_323,0.133101,0.086184
hog_324,0.168295,0.099244
hog_325,0.140376,0.094464
hog_326,0.107723,0.079548
hog_327,0.110541,0.079198
hog_328,0.117076,0.089195
hog_329,0.174766,0.108822
hog_330,0.113714,0.085308
hog_331,0.108338,0.072459
hog_332,0.1067,0.079095
hog_333,0.144153,0.097765
hog_334,0.14904,0.097379
hog_335,0.115977,0.08305
hog_336,0.122717,0.084029
hog_337,0.127042,0.094934
hog_338,0.18573,0.108524
hog_339,0.127453,0.089969
hog_340,0.126162,0.080694
hog_341,0.12027,0.083641
hog_342,0.153116,0.098043
hog_343,0.158719,0.095226
hog_344,0.121713,0.084828
hog_345,0.124063,0.082036
hog_346,0.132218,0.096058
hog_347,0.183489,0.107353
hog_348,0.12728,0.089694
hog_349,0.121734,0.077024
hog_350,0.120819,0.082852
hog_351,0.1551,0.094797
hog_352,0.16871,0.096177
hog_353,0.131908,0.088407
hog_354,0.134719,0.089334
hog_355,0.139579,0.095281
hog_356,0.194845,0.105123
hog_357,0.143843,0.095983
hog_358,0.140148,0.085464
hog_359,0.132201,0.084938
hog_360,0.162809,0.096206
hog_361,0.145338,0.095236
hog_362,0.111913,0.079504
hog_363,0.113943,0.078487
hog_364,0.120784,0.088018
hog_365,0.167665,0.104213
hog_366,0.11494,0.088081
hog_367,0.107947,0.076155
hog_368,0.103936,0.074455
hog_369,0.145808,0.097976
hog_370,0.160482,0.099198
hog_371,0.119799,0.080099
hog_372,0.127205,0.083371
hog_373,0.13207,0.09662
hog_374,0.176734,0.108387
hog_375,0.124059,0.091058
hog_376,0.118371,0.08152
hog_377,0.118512,0.080718
hog_378,0.154495,0.097552
hog_379,0.15696,0.096038
hog_380,0.126909,0.083537
hog_381,0.124935,0.081804
hog_382,0.129374,0.093964
hog_383,0.179749,0.10546
hog_384,0.127983,0.093224
hog_385,0.12362,0.083205
hog_386,0.118446,0.081398
hog_387,0.152833,0.094621
hog_388,0.172604,0.097397
hog_389,0.13788,0.08565
hog_390,0.139611,0.086672
hog_391,0.139886,0.098255
hog_392,0.18916,0.105615
hog_393,0.14018,0.094901
