feature,mean,std
mean_intensity,131.199493,34.288467
std_intensity,52.502766,12.25551
p10_intensity,58.457413,31.553679
p50_intensity,135.417984,43.076954
p90_intensity,196.18927,36.297714
grad_mean,129.737396,42.844517
grad_std,118.799423,32.019962
edge_density,0.246642,0.073696
fft_bin_1,0.689793,0.138193
fft_bin_2,0.163453,0.062488
fft_bin_3,0.065824,0.036742
fft_bin_4,0.03853,0.02614
fft_bin_5,0.023893,0.018551
fft_bin_6,0.014717,0.013144
fft_bin_7,0.003109,0.004369
fft_bin_8,0.000675,0.001057
high_freq_energy,0.042395,0.036128
hsv_h_hist_1,0.035251,0.043493
hsv_h_hist_2,0.091639,0.084192
hsv_h_hist_3,0.034171,0.04458
hsv_h_hist_4,0.018424,0.029687
hsv_h_hist_5,0.013809,0.031009
hsv_h_hist_6,0.004679,0.010608
hsv_h_hist_7,0.006993,0.020168
hsv_h_hist_8,0.008733,0.02963
hsv_h_hist_9,0.017231,0.031583
hsv_h_hist_10,0.055353,0.079642
hsv_h_hist_11,0.020249,0.034854
hsv_h_hist_12,0.005735,0.011635
hsv_h_hist_13,0.002998,0.005783
hsv_h_hist_14,0.003262,0.014065
hsv_h_hist_15,0.00574,0.019587
hsv_h_hist_16,0.009066,0.025567
hsv_s_hist_1,0.095472,0.084545
hsv_s_hist_2,0.082187,0.051566
hsv_s_hist_3,0.056635,0.038646
hsv_s_hist_4,0.041068,0.038865
hsv_s_hist_5,0.026496,0.031795
hsv_s_hist_6,0.016716,0.028887
hsv_s_hist_7,0.007864,0.015078
hsv_s_hist_8,0.006895,0.016148
hsv_v_hist_1,0.012223,0.019542
hsv_v_hist_2,0.031395,0.028519
hsv_v_hist_3,0.042433,0.027049
hsv_v_hist_4,0.047151,0.026568
hsv_v_hist_5,0.048318,0.026334
hsv_v_hist_6,0.048194,0.027771
hsv_v_hist_7,0.045286,0.032121
hsv_v_hist_8,0.058333,0.059975
b_mean,120.983429,38.336262
g_mean,131.275757,35.897774
r_mean,134.93248,37.898037
b_std,54.558304,14.557243
g_std,53.417088,12.506891
r_std,53.990738,12.602262
h_mean,59.181881,32.608746
s_mean,72.818367,36.560089
v_mean,147.999023,35.071205
h_std,31.87735,17.657873
s_std,41.528111,15.215113
v_std,56.115013,12.297556
hog_1,0.144658,0.081813
hog_2,0.13934,0.085478
hog_3,0.142083,0.088145
hog_4,0.128876,0.080212
hog_5,0.139756,0.080834
hog_6,0.11645,0.075637
hog_7,0.117687,0.082034
hog_8,0.117404,0.07748
hog_9,0.140554,0.07948
hog_10,0.156812,0.084494
hog_11,0.166925,0.09081
hog_12,0.162861,0.094735
hog_13,0.138844,0.083747
hog_14,0.149309,0.082879
hog_15,0.118905,0.079722
hog_16,0.123943,0.085292
hog_17,0.129695,0.082813
hog_18,0.14742,0.085852
hog_19,0.149386,0.081376
hog_20,0.152925,0.087954
hog_21,0.163273,0.094925
hog_22,0.151311,0.084897
hog_23,0.150022,0.084914
hog_24,0.133064,0.081007
hog_25,0.132021,0.086232
hog_26,0.126584,0.083783
hog_27,0.137616,0.079852
hog_28,0.154489,0.087323
hog_29,0.165638,0.090043
hog_30,0.174456,0.093491
hog_31,0.157232,0.088061
hog_32,0.15138,0.088063
hog_33,0.131537,0.081854
hog_34,0.137018,0.088911
hog_35,0.132781,0.084736
hog_36,0.142971,0.084434
hog_37,0.16492,0.093757
hog_38,0.155199,0.088298
hog_39,0.14654,0.086605
hog_40,0.123751,0.080194
hog_41,0.133202,0.079768
hog_42,0.108264,0.078417
hog_43,0.114262,0.085404
hog_44,0.12212,0.080441
hog_45,0.147074,0.089105
hog_46,0.181478,0.085268
hog_47,0.169033,0.089596
hog_48,0.151046,0.088945
hog_49,0.130418,0.080283
hog_50,0.142966,0.077494
hog_51,0.11344,0.074007
hog_52,0.122549,0.084066
hog_53,0.13778,0.086666
hog_54,0.164242,0.088709
hog_55,0.156932,0.088014
hog_56,0.15612,0.08754
hog_57,0.154506,0.08919
hog_58,0.136358,0.088372
hog_59,0.128648,0.08537
hog_60,0.118081,0.083069
hog_61,0.121798,0.085505
hog_62,0.126149,0.08406
hog_63,0.141126,0.083489
hog_64,0.171499,0.085669
hog_65,0.167213,0.087403
hog_66,0.155133,0.089821
hog_67,0.1422,0.087383
hog_68,0.139298,0.085412
hog_69,0.126439,0.082652
hog_70,0.13341,0.090716
hog_71,0.139919,0.086103
hog_72,0.156933,0.085801
hog_73,0.158122,0.090561
hog_74,0.131249,0.088305
hog_75,0.119595,0.085548
hog_76,0.105219,0.07842
hog_77,0.131543,0.078727
hog_78,0.116609,0.079677
hog_79,0.132182,0.08586
hog_80,0.146243,0.090072
hog_81,0.170234,0.096671
hog_82,0.174989,0.089947
hog_83,0.142145,0.082933
hog_84,0.130163,0.085347
hog_85,0.116114,0.076665
hog_86,0.1469,0.083069
hog_87,0.13081,0.085984
hog_88,0.149912,0.089373
hog_89,0.168776,0.090774
hog_90,0.183318,0.096267
hog_91,0.147461,0.084128
hog_92,0.134616,0.088586
hog_93,0.130339,0.088354
hog_94,0.117815,0.078878
hog_95,0.124797,0.07958
hog_96,0.123129,0.081284
hog_97,0.130782,0.086216
hog_98,0.132531,0.082244
hog_99,0.148977,0.086067
hog_100,0.162144,0.085196
hog_101,0.146388,0.088618
hog_102,0.137611,0.088545
hog_103,0.132472,0.085922
hog_104,0.139689,0.08603
hog_105,0.142585,0.087848
hog_106,0.154154,0.091055
hog_107,0.160224,0.08728
hog_108,0.165979,0.086212
hog_109,0.130159,0.079084
hog_110,0.117135,0.081877
hog_111,0.118587,0.086492
hog_112,0.108344,0.074538
hog_113,0.129108,0.075514
hog_114,0.125052,0.080957
hog_115,0.148334,0.091473
hog_116,0.149096,0.089662
hog_117,0.148474,0.085243
hog_118,0.144933,0.078576
hog_119,0.130005,0.083877
hog_120,0.132802,0.087849
hog_121,0.128797,0.076414
hog_122,0.154844,0.083343
hog_123,0.148607,0.088824
hog_124,0.160726,0.093252
hog_125,0.152036,0.085846
hog_126,0.156829,0.079933
hog_127,0.123905,0.079441
hog_128,0.122419,0.086022
hog_129,0.129256,0.090544
hog_130,0.124005,0.079935
hog_131,0.138138,0.082189
hog_132,0.139122,0.08428
hog_133,0.156026,0.092979
hog_134,0.148346,0.087342
hog_135,0.140814,0.083859
hog_136,0.14487,0.077626
hog_137,0.136629,0.086907
hog_138,0.143654,0.089586
hog_139,0.147621,0.082354
hog_140,0.169584,0.083881
hog_141,0.175098,0.090571
hog_142,0.178864,0.08917
hog_143,0.166347,0.089932
hog_144,0.156707,0.081632
hog_145,0.120655,0.075336
hog_146,0.126279,0.080468
hog_147,0.148975,0.091611
hog_148,0.159871,0.092701
hog_149,0.168026,0.09594
hog_150,0.128653,0.080873
hog_151,0.11837,0.081478
hog_152,0.109517,0.074647
hog_153,0.118624,0.075935
hog_154,0.126657,0.0817
hog_155,0.140162,0.087317
hog_156,0.156523,0.095932
hog_157,0.160423,0.092024
hog_158,0.155798,0.091602
hog_159,0.125222,0.078395
hog_160,0.124321,0.084711
hog_161,0.122817,0.083721
hog_162,0.120667,0.082098
hog_163,0.130028,0.076989
hog_164,0.136607,0.085448
hog_165,0.162011,0.094057
hog_166,0.178163,0.08781
hog_167,0.182812,0.096174
hog_168,0.151138,0.087527
hog_169,0.131535,0.08736
hog_170,0.118558,0.079841
hog_171,0.126568,0.078154
hog_172,0.135425,0.082181
hog_173,0.143396,0.086119
hog_174,0.162159,0.09119
hog_175,0.169984,0.086719
hog_176,0.17228,0.09207
hog_177,0.150529,0.085279
hog_178,0.139871,0.088998
hog_179,0.132641,0.087362
hog_180,0.130197,0.083718
hog_181,0.131893,0.084729
hog_182,0.125308,0.083102
hog_183,0.132232,0.085445
hog_184,0.130972,0.08638
hog_185,0.143017,0.085665
hog_186,0.129224,0.081403
hog_187,0.133905,0.090669
hog_188,0.122025,0.080542
hog_189,0.128638,0.084448
hog_190,0.147719,0.08772
hog_191,0.138574,0.082533
hog_192,0.140025,0.08789
hog_193,0.134484,0.086542
hog_194,0.149358,0.085939
hog_195,0.138372,0.08651
hog_196,0.143312,0.091002
hog_197,0.142211,0.086025
hog_198,0.147107,0.087367
hog_199,0.144541,0.09003
hog_200,0.135094,0.083379
hog_201,0.139935,0.089736
hog_202,0.138848,0.089105
hog_203,0.15201,0.088105
hog_204,0.142971,0.083262
hog_205,0.142801,0.093401
hog_206,0.138801,0.088031
hog_207,0.143446,0.087841
hog_208,0.158865,0.091052
hog_209,0.14651,0.086189
hog_210,0.146564,0.088142
hog_211,0.141923,0.087132
hog_212,0.156474,0.087228
hog_213,0.147638,0.08211
hog_214,0.152735,0.094879
hog_215,0.151285,0.085446
hog_216,0.16022,0.089104
hog_217,0.128223,0.081502
hog_218,0.126732,0.08411
hog_219,0.128807,0.088909
hog_220,0.118874,0.077124
hog_221,0.136094,0.087876
hog_222,0.118803,0.076652
hog_223,0.125686,0.083971
hog_224,0.122593,0.077885
hog_225,0.128782,0.085123
hog_226,0.139525,0.083139
hog_227,0.144274,0.085041
hog_228,0.146738,0.090172
hog_229,0.140167,0.081887
hog_230,0.151761,0.09012
hog_231,0.140896,0.087942
hog_232,0.150874,0.092472
hog_233,0.142758,0.086044
hog_234,0.143756,0.087003
hog_235,0.136475,0.087176
hog_236,0.139741,0.090486
hog_237,0.140725,0.094319
hog_238,0.137098,0.084264
hog_239,0.149663,0.088661
hog_240,0.135565,0.083872
hog_241,0.137303,0.08745
hog_242,0.128664,0.084836
hog_243,0.130947,0.083421
hog_244,0.150018,0.089917
hog_245,0.15202,0.086688
hog_246,0.159326,0.095442
hog_247,0.157688,0.086896
hog_248,0.170299,0.088738
hog_249,0.162834,0.08754
hog_250,0.163313,0.091151
hog_251,0.154747,0.084548
hog_252,0.147167,0.085794
hog_253,0.114779,0.080315
hog_254,0.113384,0.078872
hog_255,0.121561,0.082052
hog_256,0.127677,0.078854
hog_257,0.145818,0.083768
hog_258,0.138395,0.078912
hog_259,0.136642,0.087172
hog_260,0.120834,0.079261
hog_261,0.113483,0.078609
hog_262,0.133402,0.080988
hog_263,0.121304,0.082905
hog_264,0.135605,0.088773
hog_265,0.151339,0.083348
hog_266,0.177766,0.093449
hog_267,0.171861,0.094742
hog_268,0.161824,0.091254
hog_269,0.136168,0.082249
hog_270,0.138359,0.079428
hog_271,0.1255,0.08433
hog_272,0.130952,0.083848
hog_273,0.141442,0.091761
hog_274,0.147598,0.085845
hog_275,0.159824,0.085586
hog_276,0.142293,0.081376
hog_277,0.135744,0.08501
hog_278,0.127716,0.08235
hog_279,0.12148,0.08277
hog_280,0.146066,0.082997
hog_281,0.134797,0.086732
hog_282,0.152088,0.090478
hog_283,0.170191,0.090453
hog_284,0.188952,0.092752
hog_285,0.173063,0.088864
hog_286,0.161083,0.090083
